question,golden_answer,context,our_answer_wo_context,our_answer_w_context
"Introduced in 2007 what six letter name is given to the device described as being an e – book reader or a software and hardware platform designed by Amazon for the rendering of e – books and other digital media., they are often able to download over 1,000 books ?",Amazon Kindle Paperwhite; Kindle touch; Amazon Kindle Content Sources; Kindle 6; K4PC; Kindle 4; Kindle 3; Kindle 2; Kindle Paperwhite (2nd generation); Amazon Kindle PaperWhite; Amazon Whispernet; Whispernet; Amazon Kindle; Amazon kindle content sources; Kindle books; Kindle Paperwhite (3rd generation); .kf8; Kindle Format 8; Kindle Store; Kindle 5; AZW file format; .azw; Kindle Edition; Amazon Kindle content sources; Kindle DX; The Amazon Kindle; Kindle Unlimited; Kindle Keyboard; Amazon kindle; Kindle reader; Amazon Kindle 2; Kindle Paperwhite; Kindle Direct Publishing; Kindle Touch; The kindle; Kindle Voyage; Kindle Touch 3G; KF8; KINDLE,"Amazon Kindle The Amazon Kindle is a series of e-readers designed and marketed by Amazon. Amazon Kindle devices enable users to browse, buy, download, and read e-books, newspapers, magazines and other digital media via wireless networking to the Kindle Store. The hardware platform, developed by Amazon subsidiary Lab126, began as a single device in 2007 and now comprises a range of devices, including e-readers with E Ink electronic paper displays and Kindle applications on all major computing platforms. All Kindle devices integrate with Kindle Store content, and as of March 2018, the store has over six million e-books available in",Kindle.,Kindle.
Name only boxer to win a world title who never had a manager?,Jake La Motta; Jake LaMotta; Jake Lamotta,"watching boxing as he'd seen too many damaged by it. Ellis was survived by three brothers and a sister. Son Jeff played professional football and confirmed the family were always immensely proud of Ellis's achievements and world title. He is not to be confused with a journeyman heavyweight boxer of the same name, born in 1964. Jimmy Ellis (boxer) James Albert Ellis (February 24, 1940 – May 6, 2014) was an American professional boxer who competed from 1961 to 1975. He won the vacant WBA heavyweight title in 1968 by defeating Jerry Quarry, making one successful title defense in the",Manny Pacquiao,Jimmy Ellis
"Which European country's national flag is a horizontal tricolour: Blue, Black and White?",Republic of Estonia (1918-1940); ESTONIA; Estonie; Administrative divisions of Estonia; Republic of Estonia (1918–1940); Estonia; Eesti Vabariik; Igaunija; Eestimaa; Republic of Estonia; Subdivisions of Estonia; Esthonia; Etymology of Estonia; Estija; ISO 3166-1:EE; Name of Estonia; Эстония,"Eerik-Niiles Kross also suggested changing the country's official name in English and several other foreign languages from ""Estonia"" to ""Estland"" (which is the country's name in Danish, Dutch, German, Swedish, Norwegian and many other Germanic languages). Flag of Estonia The national flag of Estonia () is a tricolour featuring three equal horizontal bands of blue (top), black, and white. The normal size is . In Estonian it is colloquially called the """"sinimustvalge"""" (literally ""blue-black-white""), after the colours of the bands. First adopted on 21 November 1918 after its independence, it was used as a national flag until 1940 when the",Denmark,Estonia.
Which electrical goods brand advertised with the tagline ‘The Appliance of Science’?,Zanussi,"appliance manufacturers in Europe. This also included the brand names, Ocean, SanGiorgio, and De Dietrich. Fagor America makes major appliances, small appliances, and cookware. 44% of Fagor's sales are international, 70% percent of which are in France, Portugal, Germany, the UK, Morocco, Poland, and the Czech Republic. Fagor markets its products under the following brand names: Fagor Fagor Electrodomésticos is a large domestic and commercial appliance manufacturer based in the Basque Country, Spain and run by the Mondragon Corporation. Fagor is Spain's largest consumer appliance company and the fifth largest electrical appliance company in Europe, manufacturing a wide range of",Bosch,I do not know.
Which 17th century would-be assassin is reputed to have said to one of his victims “a desperate disease requires a desperate remedy”?,Dionis Baynbrigge; Guido Fawkes; Guy Fawks; Guy Falkes; Guy Faukes; Guy Fox; Guy fawkes; Guy Falks; Guy foxe; Guy Fawkes; Guy faux; Ian Gunpowder; Iain Gunpowder,"audience. I'm Still Here (Desperate Housewives) ""I'm Still Here"" is the 147th episode of the ABC television series, ""Desperate Housewives"". It is the thirteenth episode of the show's seventh season and was broadcast on January 16, 2011. Bree finds out that a woman, who is looking for Keith, has a son that he knows nothing about. She agrees to help the woman in finding out if Keith would like the opportunity to meet his son and become a father. Bree questions Keith whether he is happy that the two of them can never have children and he responds that there",Guy Fawkes,I do not know.
David Beckham retired in 2013 after playing 10 games for which French club?,Paris St. Germain; PSGFC; París Saint-Germain; Paris St-Germain; Paris-SG; PSG FC; Paris-Saint Germain; Allez Paris Saint-Germain; Paris Saint-Germain; Stade Saint-Germain; Paris Saint Germain F.C.; Paris Saint Germain; Kop of Boulogne; París Saint-Germain Football Club; Paris Saint-Germain Football Club; Paris Saint-Germain F.C.; Paris Saint-Germain FC; Paris St Germaine; Paris SG; PARIS SAINT- GERMAIN; Paris St Germain,"David Beckham David Robert Joseph Beckham, (; born 2 May 1975) is an English retired professional footballer and current President of Inter Miami CF. He played for Manchester United, Preston North End, Real Madrid, Milan, LA Galaxy, Paris Saint-Germain and the England national team, for which he held the appearance record for an outfield player until 2016. He is the first English player to win league titles in four countries: England, Spain, the United States and France. He retired in May 2013 after a 20-year career, during which he won 19 major trophies. Known for his range of passing, crossing",Paris Saint-Germain,Paris Saint-Germain
If you were celebrating your pearl wedding anniversary for how many years have you been married?,30; thirty,"track 7, ""It's So Easy"", was cut off. Also note: The CD contains 12 tracks, in this case the 12th being ""If You Love Me (Let Me Know)"", which is how the original LP was released in Australia. That is because the song ""If You Love Me (Let Me Know)"" was first released in the US only, in 1974, as the only newly issued song on Olivia's 1974 US LP of the same name. In the wake of the single's big US success, many non-US territories opted to include the song on the next Newton-John album, which turned out to","I'm a machine, I don't have personal experiences.",I do not know.
What is the former name of Cape of Good Hope?,"Cape Point Nature Reserve; THE CAPE OF STORMS; Kaap die Goeie Hoop; Kaap de Goede Hoop; African cape; Cape of storms; Cape of Good Hope (landmark); Cape of Good Hope (South Africa); South African Cape; Cape of Good Hope, South Africa; Cape Hope; Cape of Good Hope (Landmark); Cabo da Boa Esperança; Cape of good hope; The Cape of Good Hope; Cape of Storms; Cabo de Buena Esperanza; Cape of Good Hope","far earlier). Dias called the cape ""Cabo das Tormentas"" (""Cape of Storms""; ), which was the original name of the ""Cape of Good Hope"". As one of the great capes of the South Atlantic Ocean, the Cape of Good Hope has long been of special significance to sailors, many of whom refer to it simply as ""the Cape"". It is a waypoint on the Cape Route and the clipper route followed by clipper ships to the Far East and Australia, and still followed by several offshore yacht races. The term ""Cape of Good Hope"" is also used in three other",Cape of Good Hope - Cape Agulhas,"""Cabo das Tormentas"""
Who is fifth in line to the throne?,Princess beatrice of york; Beatrice of York; Beatrice of york; Princess Beatrice of York; HRH Princess Beatrice; HRH Princess Beatrice of York; Princess Beatrice; PRINCESS BEATRICE; Beatrice York,"Line of succession to the former Bavarian throne The Kingdom of Bavaria was abolished in 1918. The current head of its formerly ruling House of Wittelsbach is Franz, Duke of Bavaria. The succession is determined by Article 2 of Title 2 of the 1818 Constitution of the Kingdom of Bavaria, which states ""The crown is hereditary among the male descendants of the royal house according to the law of primogeniture and the agnatic lineal succession."". The succession is further clarified by Title 5 of the Bavarian Royal Family Statute of 1819. In 1948 and 1949 Crown Prince Rupprecht, with the","Prince Edward, 12th of January 1964",I do not know.
Whose distillery produces 'Glenlivet' Malt Whisky?,GEORGE SMITH & SON,"added a new 10 year-old single malt. Then, in July 2010 the company added three new expressions: a 21-year-old, a 12-year-old finished in port wood, and a 14-year-old finished in an oloroso sherry cask. Glencadam distillery The Glencadam distillery is a distillery in Brechin, Angus, Scotland that produces single malt Scotch whisky. The distillery is owned by Angus Dundee plc and produces one malt whisky, with the remainder of production sold to blenders or used within Angus Dundee plc for use in blended whisky brands. The Glencadam Distillery was founded in 1825, by merchant George Cooper, about 200 yards from",Glenlivet is produced by Pernod Ricard.,I do not know.
