question_id,question,reference,context,our_answer_wo_context,our_answer_w_context
5a7bb2595542995eb53be99b,"Who was born first, George Kuchar or Arthur Penn?",Arthur Hiller Penn,"Arthur Hiller Penn (September 27, 1922 – September 28, 2010) was an American director and producer of film, television and theater. Penn directed critically acclaimed films throughout the 1960s such as the drama ""The Chase"" (1966), the biographical crime film ""Bonnie and Clyde"" (1967) and the comedy ""Alice's Restaurant"" (1969). He also got attention for his revisionist Western ""Little Big Man"" (1970).
George Kuchar (August 31, 1942 – September 6, 2011) was an American underground film director and video artist, known for his ""low-fi"" aesthetic.","Arthur Penn, 1922",Arthur Penn was born first.
5a7130365542994082a3e645,"What town did Moe Sedway have success in after Benjamin ""Bugsy"" Siegel's murder?",Las Vegas,"The Cohen crime family, or the Siegel crime syndicate, was an Italian-American Mafia / Jewish Mafia crime family created by New York Jewish American mobster Benjamin ""Bugsy"" Siegel in the early 1930s. Siegel ran Los Angeles and later Las Vegas' illegal gambling and prostitution rings with his lieutenants Mickey Cohen, David Berman, Harold ""Hooky"" Rothman, Moe Sedway and boss of the L.A. family Jack Dragna.
Moe Sedway (1894–1952) was a Jewish-American businessman and mobster. He was an associate of Bugsy Siegel and a faithful lieutenant of organized crime czar Meyer Lansky. He and Gus Greenbaum made the Flamingo Hotel & Casino in Las Vegas very successful after Siegal's murder.",Las Vegas,Las Vegas.
5a8843a455429938390d3f0c,Are York Minster and Brentwood Cathedral in the same country?,yes,"The Cathedral and Metropolitical Church of Saint Peter in York, commonly known as York Minster, is the cathedral of York, England, and is one of the largest of its kind in Northern Europe. The minster is the seat of the Archbishop of York, the second-highest office of the Church of England, and is the mother church for the Diocese of York and the Province of York. It is run by a dean and chapter, under the Dean of York. The title ""minster"" is attributed to churches established in the Anglo-Saxon period as missionary teaching churches, and serves now as an honorific title. Services in the minster are sometimes regarded as on the High Church or Anglo-Catholic end of the Anglican continuum.
The Cathedral of St Mary and St Helen is the Roman Catholic cathedral in the English town of Brentwood, Essex. It is the seat of the Diocese of Brentwood.","York Minster: England, UK
Brentwood Cathedral: England",Yes.
5ac1795f5542994ab5c67d5f,Who is known for producing the documentary television series based on the book by science historian James Burke?,James Burke,"James Burke (born 22 December 1936) is a British broadcaster, science historian, author, and television producer, who is known, among other things, for his documentary television series ""Connections"" (1978), and for its more philosophically oriented companion series, ""The Day the Universe Changed"" (1985), which is about the history of science and technology. ""The Washington Post"" called him ""one of the most intriguing minds in the Western world"".
Connections is a 10-episode documentary television series and 1978 book (""Connections"", based on the series) created, written, and presented by science historian James Burke. The series was produced and directed by Mick Jackson of the BBC Science and Features Department and first aired in 1978 (UK) and 1979 (USA). It took an interdisciplinary approach to the history of science and invention, and demonstrated how various discoveries, scientific achievements, and historical world events were built from one another successively in an interconnected way to bring about particular aspects of modern technology. The series was noted for Burke's crisp and enthusiastic presentation (and dry humour), historical re-enactments, and intricate working models.",John Oldridge,Mick Jackson.
5a8cc7af554299653c1aa11e,"who was part of the heavy metal band Ratt, Stephen Pearcy or Alexander O'Neal?",Stephen Pearcy,"Alexander O'Neal (born November 15, 1953) is an American R&B singer, songwriter and arranger from Natchez, Mississippi.
Stephen Eric Pearcy (born July 3, 1956), known as Stephen Pearcy, is an American musician. He is best known as the founder, singer, and songwriter of the heavy metal band Ratt. He has also been in the bands Firedome, Crystal Pystal, Arcade, Vicious Delite, Vertex. He has also recorded four records as a solo artist.",Stephen Pearcy was part of Ratt.,Stephen Pearcy.
5ab2a1f35542997061209677,The 2017 Los Angeles Chargers season was the first season under which coach that began his professional coaching career with the Denver Broncos in 2000?,Anthony Lynn,"Anthony Ray Lynn (born December 21, 1968) is a former American football running back and current head coach for the Los Angeles Chargers of the NFL. Lynn began his professional coaching career with the Denver Broncos in 2000 as a special teams assistant, then the offensive coordinator for the Buffalo Bills before becoming the Chargers head coach in 2017.
The 2017 Los Angeles Chargers season is the franchise's 48th season in the National Football League (NFL), the 58th overall and the first under head coach Anthony Lynn. It will also be the Chargers' first season in Los Angeles since their inaugural 1960 season, when they were in the AFL, as the team exercised its option to move to the city and join the Los Angeles Rams on January 12, 2017. The 2017 season will be the first of three seasons played at StubHub Center prior to the new stadium being completed.",Anthony Lynn,Anthony Lynn.
5a74581555429979e2882912,"What Japanese Auto Manufacturer headquarted in Minato, Tokyo, Japan did Nissan aquire controlling interest in?",Mitsubishi,"Mitsubishi Motors Corporation (Japanese: 三菱自動車工業株式会社 , Hepburn: Mitsubishi Jidōsha Kōgyō KK ) is a Japanese multinational automotive manufacturer headquartered in Minato, Tokyo, Japan. In 2011, Mitsubishi Motors was the sixth biggest Japanese automaker and the sixteenth biggest worldwide by production. From October 2016 onwards, Mitsubishi is one-third (34%) owned by Nissan, and thus a part of the Renault–Nissan–Mitsubishi Alliance.
The Renault–Nissan–Mitsubishi Alliance is a Franco-Japanese strategic partnership between automobile manufacturers Renault, based in Paris, France, Nissan, based in Yokohama, Japan, and Mitsubishi Motors, based in Tokyo, Japan, which together sell more than 1 in 10 cars worldwide. Originally known as the Renault–Nissan Alliance, Renault and Nissan became strategic partners in 1999, and have nearly 450,000 employees and control ten major brands: Renault, Nissan, Mitsubishi, Infiniti, Renault Samsung Motors, Dacia, Alpine, Datsun, Venucia, and Lada. The car group sold 8.3 million cars worldwide in 2013, behind Toyota, General Motors, and Volkswagen Group for total volume. The Alliance adopted its current name in September 2017, one year after Nissan acquired a controlling interest in Mitsubishi and subsequently making Mitsubishi an equal partner in the Alliance.",Datsun,Mitsubishi Motors.
5ac1928655429964131be234,What national team has the brother of Arturas Javtokas been a member of since 2004?,Lithuanian,"Artūras Javtokas (born January 27, 1977 in Šiauliai, Lithuanian SSR, USSR) is a retired Lithuanian professional basketball player. He is the older brother of Lithuania national team member Robertas Javtokas.
Robertas Javtokas (born March 20, 1980) is a Lithuanian professional basketball executive and former player. He currently serves as sports director of Žalgiris Kaunas. Standing at 2.11 m , he played the center position. He has been a member of the senior men's Lithuanian national team since 2004. In the 2001 NBA draft, he was selected by the San Antonio Spurs with the 55th overall pick.",I couldn't find any information about the brother of Arturas Jav,Lithuanian national team.
5a81b43d5542995ce29dcc39,John Stoltenberg is the managing editor of the magazine that focuses on what?,aging issues,"AARP The Magazine is an American bi-monthly magazine, published by the American Association of Retired People, AARP, which focuses on aging issues.
John Stoltenberg (born 1944) is an U.S. radical feminist activist, scholar, author, and magazine editor. He is the former managing editor of ""AARP The Magazine"", a bimonthly publication of the United States-based advocacy group AARP, a position he held from 2004 until 2012.","John Stoltenberg, managing editor of The National Interest.",Aging issues.
5ae6316d5542996de7b71b87,Which FC Barcelona signee was a contender for the Rookie of the Year Award when he played for the Timberwolves?,Ricard Rubio i Vives,"Ricard Rubio i Vives (born October 21, 1990) is a Spanish professional basketball player for the Utah Jazz of the National Basketball Association (NBA). Rubio became the youngest player ever to play in the Spanish ACB League on October 15, 2005, at age 14. He made his EuroLeague debut on October 24, 2006, at age 16, becoming the first player born in the 1990s to play in a EuroLeague game. He is the fifth-youngest player to make their debut in the EuroLeague. On June 25, 2009, he was drafted with the fifth pick in the first round of the 2009 NBA draft by the Timberwolves, making him the first player born in the 1990s to be drafted by the NBA. The Timberwolves had an agreement in principle with his former Spanish team, DKV Joventut, to buy out his contract, but Rubio backed out of the deal. On August 31, 2009, Joventut traded the rights to Rubio to FC Barcelona, and Rubio signed a six-year contract with FC Barcelona the following day. In 2011, Rubio joined the Minnesota Timberwolves, and spent six seasons in Minnesota before being traded to the Jazz in June 2017.
The 2011–12 Minnesota Timberwolves season was the 23rd season of the franchise in the National Basketball Association (NBA). In their first season with head coach Rick Adelman, the team finished the lockout-shortened season with a 26–40 record, nine wins above their previous season and finished in 12th place in the Western Conference. This season saw the debut of 2009 draftee Ricky Rubio, who was a contender for the Rookie of the Year Award until he tore his ACL and his lateral collateral ligament after colliding into Kobe Bryant during a game against the Los Angeles Lakers and was out for the rest of the season. Following the season, Brad Miller retired.",I couldn't find any information about an FC Barcelona signee playing for,Ricky Rubio.
